# Wavelength(Å) I_cont(erg/s/cm2/Å/sr) I_abs(erg/s/cm2/Å/sr)
3884.0247 2.8127e+14 2.8121e+14
3884.0357 2.8127e+14 2.8121e+14
3884.0467 2.8128e+14 2.8121e+14
3884.0576 2.8128e+14 2.8121e+14
3884.0686 2.8128e+14 2.8121e+14
3884.0796 2.8128e+14 2.8121e+14
3884.0905 2.8128e+14 2.8121e+14
3884.1015 2.8128e+14 2.8121e+14
3884.1125 2.8128e+14 2.8121e+14
3884.1235 2.8128e+14 2.8122e+14
3884.1344 2.8128e+14 2.8122e+14
3884.1454 2.8128e+14 2.8122e+14
3884.1564 2.8128e+14 2.8122e+14
3884.1673 2.8129e+14 2.8122e+14
3884.1783 2.8129e+14 2.8122e+14
3884.1893 2.8129e+14 2.8122e+14
3884.2003 2.8129e+14 2.8122e+14
3884.2112 2.8129e+14 2.8122e+14
3884.2222 2.8129e+14 2.8122e+14
3884.2332 2.8129e+14 2.8122e+14
3884.2441 2.8129e+14 2.8123e+14
3884.2551 2.8129e+14 2.8123e+14
3884.2661 2.8129e+14 2.8123e+14
3884.2771 2.8130e+14 2.8123e+14
3884.2880 2.8130e+14 2.8123e+14
3884.2990 2.8130e+14 2.8123e+14
3884.3100 2.8130e+14 2.8123e+14
3884.3209 2.8130e+14 2.8123e+14
3884.3319 2.8130e+14 2.8123e+14
3884.3429 2.8130e+14 2.8123e+14
3884.3538 2.8130e+14 2.8123e+14
3884.3648 2.8130e+14 2.8124e+14
3884.3758 2.8130e+14 2.8124e+14
3884.3868 2.8130e+14 2.8124e+14
3884.3977 2.8131e+14 2.8124e+14
3884.4087 2.8131e+14 2.8124e+14
3884.4197 2.8131e+14 2.8124e+14
3884.4306 2.8131e+14 2.8124e+14
3884.4416 2.8131e+14 2.8124e+14
3884.4526 2.8131e+14 2.8124e+14
3884.4636 2.8131e+14 2.8124e+14
3884.4745 2.8131e+14 2.8125e+14
3884.4855 2.8131e+14 2.8125e+14
3884.4965 2.8131e+14 2.8125e+14
3884.5074 2.8131e+14 2.8125e+14
3884.5184 2.8132e+14 2.8125e+14
3884.5294 2.8132e+14 2.8125e+14
3884.5404 2.8132e+14 2.8125e+14
3884.5513 2.8132e+14 2.8125e+14
3884.5623 2.8132e+14 2.8125e+14
3884.5733 2.8132e+14 2.8125e+14
3884.5842 2.8132e+14 2.8125e+14
3884.5952 2.8132e+14 2.8126e+14
3884.6062 2.8132e+14 2.8126e+14
3884.6171 2.8132e+14 2.8126e+14
3884.6281 2.8133e+14 2.8126e+14
3884.6391 2.8133e+14 2.8126e+14
3884.6501 2.8133e+14 2.8126e+14
3884.6610 2.8133e+14 2.8126e+14
3884.6720 2.8133e+14 2.8126e+14
3884.6830 2.8133e+14 2.8126e+14
3884.6939 2.8133e+14 2.8126e+14
3884.7049 2.8133e+14 2.8126e+14
3884.7159 2.8133e+14 2.8127e+14
3884.7269 2.8133e+14 2.8127e+14
3884.7378 2.8133e+14 2.8127e+14
3884.7488 2.8134e+14 2.8127e+14
3884.7598 2.8134e+14 2.8127e+14
3884.7707 2.8134e+14 2.8127e+14
3884.7817 2.8134e+14 2.8127e+14
3884.7927 2.8134e+14 2.8127e+14
3884.8037 2.8134e+14 2.8127e+14
3884.8146 2.8134e+14 2.8127e+14
3884.8256 2.8134e+14 2.8127e+14
3884.8366 2.8134e+14 2.8128e+14
3884.8475 2.8134e+14 2.8128e+14
